,model_name,step,dte,train_rmse,test_rmse,hyper,hyperidx,train_smape,test_smape,train_mase,test_mase
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,27.492598213755077,10.120000664631817,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,4,33.720518387149376,11.774447257058661,0.46034077,0.12662514
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,23.997435114816827,7.020788930267676,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,4,30.52942555446836,7.509823983175712,0.346925,0.07150059
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,24.58089125405647,4.165280505714373,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,5,31.46099610649054,4.1193700422320445,0.40386218,0.042494155
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,24.979050059890813,13.575708663736721,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,5,30.57285041585127,18.584534762198462,0.31126767,0.16903582
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,23.97166423165393,7.706025914061255,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,5,30.558942840834963,8.265581097519188,0.3488463,0.07810788
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,54.612848601971635,52.92831697948887,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,6,100.54712981082844,106.04934210526315,0.65816635,0.6927397
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,23.917514196746335,3.97383536785594,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,6,31.160026296477493,4.491540206106086,0.38275263,0.044750866
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,25.80791471456116,13.986060696237098,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,6,31.70533930609915,17.970664576480264,0.32479587,0.16108114
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,23.768217468314567,5.701354538440672,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,7,30.79552959882583,6.4774030718887055,0.3649882,0.0628405
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,23.6645963954299,9.226784518523749,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,7,30.205892245596868,11.62376002261513,0.33278206,0.108804524
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,23.71866250807315,10.269922387592224,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,7,30.394651011089366,12.70360471491228,0.3478045,0.11757836
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,61.82987030010758,59.32918462643406,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,8,129.89178693737767,127.14004248903508,0.7810992,0.7766647
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,23.626562964999003,10.052740256761927,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,8,30.102775399543376,12.834879557291666,0.33284205,0.119454324
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,24.55392811226317,12.040190468735846,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,8,30.412490317188517,15.704079075863486,0.3195246,0.14401706
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,23.597561519529275,7.10729306097202,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,9,30.46274156066536,8.396121376439144,0.35163826,0.0798178
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,25.38892061587224,14.545706959181558,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,9,30.876121167645138,20.215432685718202,0.3101813,0.18266423
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,24.78489860238425,12.490409528922394,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,9,30.835009988584474,15.687101665296051,0.3250791,0.14274664
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,40.99591639581694,36.51492464294138,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,10,57.552572570123935,62.526247258771924,0.4318652,0.47581157
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,24.05004877731865,5.026742183377761,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,10,31.28269732550554,4.870657937568531,0.38614407,0.0510709
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,25.60464368665013,13.182199579060677,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,10,31.518178204500977,15.86072205660636,0.32687446,0.1425255
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,24.04059219824228,11.548095968938451,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,11,30.392882623939986,15.083497164542214,0.32822135,0.13886517
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,23.485821281563293,6.847520599501378,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,11,30.377894651011086,8.317543431332236,0.34815177,0.079282545
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,24.477382886028046,10.457982962971808,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.4,11,30.328486831376384,13.359167266310306,0.3201904,0.12382513
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,25.632205303689123,13.247806007549773,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,12,31.249016430202214,17.701984606291116,0.3142778,0.16079457
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,23.75617338558088,4.785067959963549,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,12,30.88035357550554,5.626292981599506,0.37905702,0.054929923
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,30.24859868106238,21.58455549434993,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,12,37.46727719341161,27.12208316200658,0.38558435,0.22999246
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,23.53396165277361,7.952051955945622,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,13,30.252622003424655,9.740501002261512,0.34155774,0.09197719
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,24.107919289331825,10.297022446544847,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,13,30.27347826973255,13.279217636376096,0.32298222,0.12343146
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,24.191832319536328,9.869025245775685,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,13,30.494577625570773,12.20416045607182,0.32972214,0.113430224
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,24.70109025657129,8.376202397361379,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,14,31.549728881278536,8.733037580523574,0.39732692,0.093063995
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,24.080794080650403,3.939410155047319,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,14,31.43926838714938,4.594031082956414,0.38181144,0.045581352
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,26.519992412491256,15.66540771187577,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,14,32.9300136578604,19.152981942160086,0.3637675,0.16700776
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,23.97903798519266,11.449300046623689,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,15,30.374334943737768,14.542616459361293,0.330464,0.13366885
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,24.277570958812092,10.108236870825632,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,15,30.472154272667968,13.042440849438048,0.32404304,0.121412806
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,23.94378436192392,9.170396727920822,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,15,30.590218321917806,10.725948936060854,0.35640973,0.10039991
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,24.756442994230056,4.79850557428664,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,16,31.72098723907371,4.785953454804002,0.4049335,0.049087573
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,26.972154740540404,9.237462387731064,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,16,33.43298475212002,10.649493301123902,0.45137087,0.11398318
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,27.30366928537834,15.430974036553781,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,16,33.50672955397913,19.677021227384866,0.3372051,0.17337538
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,23.9818746151879,9.974510131127094,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,17,30.38522301043705,11.908468681469298,0.33308962,0.11035585
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,24.25353097279729,10.131529033378882,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,17,30.36540382420091,13.034622995476973,0.32211074,0.121297136
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,23.54665337694311,7.568951841729598,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.2,17,30.2782585208741,8.746245802494517,0.3502562,0.08286572
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,60.50104919028264,55.340322275274566,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,18,124.12291055120677,113.9693753426535,0.7566729,0.7245447
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,26.958791297509173,8.741602764738534,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,18,32.78056455887149,9.882123980605812,0.44972977,0.10559786
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,26.030333210896714,13.55023961154464,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,18,32.130399441454664,15.05925014562774,0.36903325,0.14085388
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,25.557359994771442,16.061387554193928,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,19,31.074269712165687,22.305841814007675,0.31090224,0.19892827
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,23.989339368150855,8.220394303640441,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,19,30.403284001956944,10.174973872669955,0.33095807,0.095923625
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,24.183842030000758,8.029392606535243,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,19,30.67514677103718,8.709457129762884,0.3574726,0.08222752
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,93.73596769983762,92.98231518681388,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,20,199.9558871493803,200.0,1.3192441,1.2200454
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,23.756493252996904,4.888108065894942,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,20,30.994440027723417,5.76556610642818,0.37520623,0.056179225
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,26.099162051024262,11.843139954811722,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,20,32.123968016144815,12.923404091282894,0.391959,0.12503642
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,23.522024669046882,6.7622143471792775,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,21,30.50005860649054,7.871294523540295,0.3574894,0.07507249
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,24.208925678755993,8.823126696203882,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,21,30.337086696836266,11.027783845600329,0.3232904,0.10351543
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,23.509449459040667,10.978166586528122,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,21,29.999398646444877,12.946725945723683,0.3493368,0.11910853
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,23.672759368793756,8.67515817987204,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,22,30.48754739481409,10.313674659059759,0.34837306,0.09664312
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,24.08686874821528,3.888327536864088,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,22,31.146350599315067,4.243787531267133,0.3908317,0.042632233
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,27.936255783605493,20.476637018178028,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,22,34.66810125163079,25.081834224232455,0.3571301,0.20749283
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,24.35193595318386,13.076900447636007,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,23,30.348232122472275,17.417918422765897,0.31987584,0.15857184
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,25.30843548578776,15.020426765403297,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,23,30.713837247227655,20.93319969846491,0.30800775,0.18847926
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,23.768836331768668,11.472370293508103,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.4 Criterion:MSELoss() Prune:0.4,23,30.143183300717546,14.84720544647752,0.33189732,0.13663924
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,24.03196875956977,4.538590162063511,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,0,31.141496453033266,4.5277265582168305,0.38595638,0.04672649
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,25.446987922658696,5.463914924528953,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,0,32.52321836268754,5.450554563288103,0.4209281,0.057294056
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,26.52497809406494,15.720587499768914,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,0,32.84578339041096,17.897664388020832,0.33759052,0.15401153
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,23.426906460074118,6.848294913260829,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,1,30.280347969667318,8.301065545333058,0.34783733,0.07921431
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,23.66075827046956,7.405910822187988,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,1,30.365949119373774,9.041918302837171,0.33980024,0.08577115
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,23.702495408167866,7.060736511976122,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,1,30.476363747553815,7.974755002741228,0.35286897,0.07550348
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,24.902222119801,6.164402554684531,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,2,31.68658777723418,6.636201557360197,0.40588117,0.067415185
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,24.94967591222379,5.206868792301114,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,2,32.078226924331375,5.086235180235746,0.41019645,0.0534014
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,28.011003784366824,14.438196470958012,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,2,33.26825974396608,15.38575075383772,0.43370187,0.15358174
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,23.488014573677386,5.923211503000491,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,3,30.436261619373774,6.926272208230537,0.35535496,0.066823535
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,23.703096675164353,9.39264371630508,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,3,30.166661570450096,11.859302186129385,0.33117384,0.11087887
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,25.12090028935381,13.168011624818957,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,3,31.068080357142854,16.259683173999452,0.33039615,0.1459172
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,24.321310060251175,4.908856713844941,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,4,31.40744761089367,5.089334588301809,0.39278662,0.05178787
gru_1_2023-01-03 00:00:00,gru_gruhyper,1,2023-01-03 00:00:00,28.307059398962764,11.27287848362789,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,4,33.8201647097195,13.167035019188596,0.47305742,0.142551
rnn_1_2023-01-03 00:00:00,rnn_rnnhyper,1,2023-01-03 00:00:00,24.08698150916084,9.16136427602075,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,4,30.45817025440313,10.091778671532346,0.34737843,0.093880765
lstm_1_2023-01-03 00:00:00,lstm_lstmhyper,1,2023-01-03 00:00:00,23.54346488453922,6.8261922724123005,Model Name:lstm Hidden Dim:16 Num Layers:2 Dropout:0.2 Criterion:MSELoss() Prune:0.2,5,30.474391511741683,7.386577940823739,0.3570829,0.0703271
